E(Gpa),v,Cond(W/m-K),CTE(µm/m-°C),Temp(°C),ETemp(GPa)
110.0,0.38,110.0,2.02,264.0,93.71573
110.0,0.38,110.0,2.02,298.0,91.95621000000001
110.0,0.38,110.0,2.02,387.0,87.6473
110.0,0.38,110.0,2.02,617.0,78.17705000000001
105.0,0.346,115.0,2.03,-25.0,106.73828
105.0,0.346,115.0,2.03,13.0,104.18017
105.0,0.346,115.0,2.03,58.0,101.30484
105.0,0.346,115.0,2.03,107.0,98.34885
105.0,0.346,115.0,2.03,169.0,94.8468
105.0,0.346,115.0,2.03,195.0,93.45099
105.0,0.346,115.0,2.03,241.0,91.07974
105.0,0.346,115.0,2.03,295.0,88.44435
105.0,0.346,115.0,2.03,410.0,83.31049
105.0,0.346,115.0,2.03,615.0,75.49526
115.0,0.307,173.0,1.86,-15.0,116.14069
115.0,0.307,173.0,1.86,-4.0,115.32099000000001
115.0,0.307,173.0,1.86,69.0,110.16299000000001
115.0,0.307,173.0,1.86,91.0,108.69769000000001
115.0,0.307,173.0,1.86,144.0,105.32199
115.0,0.307,173.0,1.86,180.0,103.14603
115.0,0.307,173.0,1.86,266.0,98.2943
115.0,0.307,173.0,1.86,301.0,96.44788
115.0,0.307,173.0,1.86,397.0,91.72107000000001
115.0,0.307,173.0,1.86,610.0,82.72300999999999
110.0,0.28,123.0,1.86,-19.0,111.31022999999999
110.0,0.28,123.0,1.86,-19.0,111.31022999999999
110.0,0.28,123.0,1.86,37.0,107.57609
110.0,0.28,123.0,1.86,90.0,104.26541
110.0,0.28,123.0,1.86,138.0,101.4379
110.0,0.28,123.0,1.86,182.0,98.97688000000001
110.0,0.28,123.0,1.86,266.0,94.59569
110.0,0.28,123.0,1.86,306.0,92.64278999999999
110.0,0.28,123.0,1.86,385.0,89.01294
110.0,0.28,123.0,1.86,598.0,80.50578
115.0,0.307,173.0,1.86,-39.0,117.96974
115.0,0.307,173.0,1.86,5.0,114.65929
115.0,0.307,173.0,1.86,62.0,110.63767
115.0,0.307,173.0,1.86,87.0,108.96106
115.0,0.307,173.0,1.86,165.0,104.04173
115.0,0.307,173.0,1.86,204.0,101.74438
115.0,0.307,173.0,1.86,230.0,100.26846
115.0,0.307,173.0,1.86,299.0,96.5513
115.0,0.307,173.0,1.86,390.0,92.04986
115.0,0.307,173.0,1.86,584.0,83.72582000000001
110.0,0.375,140.0,1.91,-19.0,111.38064
110.0,0.375,140.0,1.91,1.0,109.98924000000001
110.0,0.375,140.0,1.91,38.0,107.50522
110.0,0.375,140.0,1.91,105.0,103.28096000000001
110.0,0.375,140.0,1.91,165.0,99.76942
110.0,0.375,140.0,1.91,209.0,97.34231
110.0,0.375,140.0,1.91,258.0,94.77414
110.0,0.375,140.0,1.91,318.0,91.80771
110.0,0.375,140.0,1.91,416.0,87.34164
110.0,0.375,140.0,1.91,602.0,79.95639
110.0,0.28,123.0,1.86,-8.0,110.55628
110.0,0.28,123.0,1.86,12.0,109.21149000000001
110.0,0.28,123.0,1.86,44.0,107.12687
110.0,0.28,123.0,1.86,109.0,103.12728
110.0,0.28,123.0,1.86,151.0,100.69815
110.0,0.28,123.0,1.86,182.0,98.97688000000001
110.0,0.28,123.0,1.86,238.0,96.01261
110.0,0.28,123.0,1.86,286.0,93.60894
110.0,0.28,123.0,1.86,414.0,87.75066000000001
110.0,0.28,123.0,1.86,585.0,80.97810000000001
110.0,0.375,120.0,1.99,-34.0,112.54905000000001
110.0,0.375,120.0,1.99,-13.0,110.99753999999999
110.0,0.375,120.0,1.99,61.0,105.85397
110.0,0.375,120.0,1.99,82.0,104.48005
110.0,0.375,120.0,1.99,154.0,100.02732
110.0,0.375,120.0,1.99,219.0,96.32117
110.0,0.375,120.0,1.99,262.0,94.01601
110.0,0.375,120.0,1.99,310.0,91.56939999999999
110.0,0.375,120.0,1.99,405.0,87.08371000000001
110.0,0.375,120.0,1.99,600.0,79.12425999999999
115.0,0.307,345.0,1.77,-8.0,115.58928999999999
115.0,0.307,345.0,1.77,-19.0,116.37222
115.0,0.307,345.0,1.77,47.0,111.82634
115.0,0.307,345.0,1.77,105.0,108.11410000000001
115.0,0.307,345.0,1.77,148.0,105.51742999999999
115.0,0.307,345.0,1.77,183.0,103.49397
115.0,0.307,345.0,1.77,242.0,100.25247
115.0,0.307,345.0,1.77,305.0,97.00794
115.0,0.307,345.0,1.77,390.0,92.94847
115.0,0.307,345.0,1.77,585.0,84.80539999999999
105.0,0.31,7.13,9.23e-06,-29.0,105.91524000000001
105.0,0.31,7.13,9.23e-06,-6.0,105.20806
105.0,0.31,7.13,9.23e-06,64.0,103.11264
105.0,0.31,7.13,9.23e-06,111.0,101.75155000000001
105.0,0.31,7.13,9.23e-06,169.0,100.12079
105.0,0.31,7.13,9.23e-06,199.0,99.29759
105.0,0.31,7.13,9.23e-06,248.0,97.98181
105.0,0.31,7.13,9.23e-06,293.0,96.80350999999999
105.0,0.31,7.13,9.23e-06,398.0,94.16158999999999
105.0,0.31,7.13,9.23e-06,611.0,89.22128
105.0,0.346,115.0,2.03,-34.0,107.36266
105.0,0.346,115.0,2.03,17.0,103.91801
105.0,0.346,115.0,2.03,67.0,100.74861999999999
105.0,0.346,115.0,2.03,103.0,98.58397000000001
105.0,0.346,115.0,2.03,150.0,95.89325
105.0,0.346,115.0,2.03,194.0,93.50399
105.0,0.346,115.0,2.03,245.0,90.87894
105.0,0.346,115.0,2.03,311.0,87.69283
105.0,0.346,115.0,2.03,416.0,83.05878
105.0,0.346,115.0,2.03,605.0,75.84247
115.0,0.307,345.0,1.77,-35.0,117.53050999999999
115.0,0.307,345.0,1.77,-17.0,116.22935000000001
115.0,0.307,345.0,1.77,30.0,112.96303
115.0,0.307,345.0,1.77,116.0,107.43786999999999
115.0,0.307,345.0,1.77,151.0,105.34063
115.0,0.307,345.0,1.77,184.0,103.43711
115.0,0.307,345.0,1.77,268.0,98.88748
115.0,0.307,345.0,1.77,286.0,97.96419999999999
115.0,0.307,345.0,1.77,394.0,92.76596
115.0,0.307,345.0,1.77,613.0,83.75151
110.0,0.375,120.0,1.99,-31.0,112.32491
110.0,0.375,120.0,1.99,-14.0,111.07038
110.0,0.375,120.0,1.99,56.0,106.18651
110.0,0.375,120.0,1.99,85.0,104.28648
110.0,0.375,120.0,1.99,168.0,99.20528
110.0,0.375,120.0,1.99,182.0,98.3966
110.0,0.375,120.0,1.99,239.0,95.23506
110.0,0.375,120.0,1.99,318.0,91.17432000000001
110.0,0.375,120.0,1.99,384.0,88.03727
110.0,0.375,120.0,1.99,617.0,78.49851
110.0,0.375,140.0,1.91,-8.0,110.61114
110.0,0.375,140.0,1.91,4.0,109.78383
110.0,0.375,140.0,1.91,44.0,107.11273
110.0,0.375,140.0,1.91,94.0,103.95174
110.0,0.375,140.0,1.91,143.0,101.02883
110.0,0.375,140.0,1.91,181.0,98.87317999999999
110.0,0.375,140.0,1.91,235.0,95.96238000000001
110.0,0.375,140.0,1.91,319.0,91.75964
110.0,0.375,140.0,1.91,381.0,88.88589
110.0,0.375,140.0,1.91,582.0,80.69044
190.0,0.22,26.8,1.8999999999999997,-31.0,196.59418
190.0,0.22,26.8,1.8999999999999997,12.0,187.56142000000003
190.0,0.22,26.8,1.8999999999999997,32.0,183.63728
190.0,0.22,26.8,1.8999999999999997,104.0,170.77155
190.0,0.22,26.8,1.8999999999999997,137.0,165.45754
190.0,0.22,26.8,1.8999999999999997,206.0,155.34949
190.0,0.22,26.8,1.8999999999999997,234.0,151.5909
190.0,0.22,26.8,1.8999999999999997,301.0,143.29373
190.0,0.22,26.8,1.8999999999999997,388.0,133.78403
190.0,0.22,26.8,1.8999999999999997,600.0,115.15394
115.0,0.307,189.0,1.8399999999999996,-27.0,117.02592
115.0,0.307,189.0,1.8399999999999996,-8.0,115.61175
115.0,0.307,189.0,1.8399999999999996,68.0,110.27999000000001
115.0,0.307,189.0,1.8399999999999996,101.0,108.11444999999999
115.0,0.307,189.0,1.8399999999999996,149.0,105.11267
115.0,0.307,189.0,1.8399999999999996,205.0,101.81403
115.0,0.307,189.0,1.8399999999999996,239.0,99.91033
115.0,0.307,189.0,1.8399999999999996,293.0,97.02857
115.0,0.307,189.0,1.8399999999999996,386.0,92.43589999999999
115.0,0.307,189.0,1.8399999999999996,607.0,83.08762
110.0,0.375,140.0,1.91,-35.0,112.51865
110.0,0.375,140.0,1.91,14.0,109.10359
110.0,0.375,140.0,1.91,65.0,105.76225
110.0,0.375,140.0,1.91,90.0,104.19779
110.0,0.375,140.0,1.91,164.0,99.82622
110.0,0.375,140.0,1.91,190.0,98.37567999999999
110.0,0.375,140.0,1.91,230.0,96.22489999999999
110.0,0.375,140.0,1.91,298.0,92.77572
110.0,0.375,140.0,1.91,396.0,88.21731
110.0,0.375,140.0,1.91,581.0,80.72721
100.0,0.28,116.0,2.1199999999999997,-10.0,100.65212
100.0,0.28,116.0,2.1199999999999997,-20.0,101.29924000000001
100.0,0.28,116.0,2.1199999999999997,68.0,95.8745
100.0,0.28,116.0,2.1199999999999997,81.0,95.12206
100.0,0.28,116.0,2.1199999999999997,139.0,91.90324000000001
100.0,0.28,116.0,2.1199999999999997,204.0,88.5451
100.0,0.28,116.0,2.1199999999999997,265.0,85.60889
100.0,0.28,116.0,2.1199999999999997,289.0,84.50628999999999
100.0,0.28,116.0,2.1199999999999997,407.0,79.47335000000001
100.0,0.28,116.0,2.1199999999999997,612.0,72.01902
100.0,0.28,116.0,2.1199999999999997,-37.0,102.41847
100.0,0.28,116.0,2.1199999999999997,-3.0,100.20418
100.0,0.28,116.0,2.1199999999999997,51.0,96.87664
100.0,0.28,116.0,2.1199999999999997,92.0,94.49426
100.0,0.28,116.0,2.1199999999999997,142.0,91.74253
100.0,0.28,116.0,2.1199999999999997,192.0,89.14626
100.0,0.28,116.0,2.1199999999999997,234.0,87.07616
100.0,0.28,116.0,2.1199999999999997,292.0,84.37035
100.0,0.28,116.0,2.1199999999999997,402.0,79.67413
100.0,0.28,116.0,2.1199999999999997,592.0,72.68424
110.0,0.38,110.0,2.02,-3.0,110.27883
110.0,0.38,110.0,2.02,-7.0,110.57147
110.0,0.38,110.0,2.02,49.0,106.6104
110.0,0.38,110.0,2.02,93.0,103.69167
110.0,0.38,110.0,2.02,154.0,99.89866
110.0,0.38,110.0,2.02,210.0,96.65233
110.0,0.38,110.0,2.02,252.0,94.35288
110.0,0.38,110.0,2.02,288.0,92.46683999999999
110.0,0.38,110.0,2.02,409.0,86.64389
110.0,0.38,110.0,2.02,614.0,78.28739999999999
105.0,0.346,115.0,2.03,-2.0,105.17537
105.0,0.346,115.0,2.03,-20.0,106.39449
105.0,0.346,115.0,2.03,34.0,102.81830000000001
105.0,0.346,115.0,2.03,107.0,98.34885
105.0,0.346,115.0,2.03,131.0,96.96298
105.0,0.346,115.0,2.03,215.0,92.40498
105.0,0.346,115.0,2.03,261.0,90.08547999999999
105.0,0.346,115.0,2.03,286.0,88.87297
105.0,0.346,115.0,2.03,413.0,83.18432000000001
105.0,0.346,115.0,2.03,584.0,76.58198
115.0,0.307,189.0,1.8399999999999996,-24.0,116.79997
115.0,0.307,189.0,1.8399999999999996,-4.0,115.3178
115.0,0.307,189.0,1.8399999999999996,43.0,111.97852999999999
115.0,0.307,189.0,1.8399999999999996,81.0,109.41647999999999
115.0,0.307,189.0,1.8399999999999996,131.0,106.21872
115.0,0.307,189.0,1.8399999999999996,216.0,101.19031
115.0,0.307,189.0,1.8399999999999996,234.0,100.18584
115.0,0.307,189.0,1.8399999999999996,300.0,96.66702000000001
115.0,0.307,189.0,1.8399999999999996,411.0,91.27436
115.0,0.307,189.0,1.8399999999999996,587.0,83.8553
105.0,0.346,115.0,2.03,-15.0,106.05289
105.0,0.346,115.0,2.03,-8.0,105.57852
105.0,0.346,115.0,2.03,33.0,102.88242
105.0,0.346,115.0,2.03,89.0,99.41433
105.0,0.346,115.0,2.03,131.0,96.96298
105.0,0.346,115.0,2.03,210.0,92.66435
105.0,0.346,115.0,2.03,232.0,91.53401
105.0,0.346,115.0,2.03,308.0,87.83275
105.0,0.346,115.0,2.03,383.0,84.46186
105.0,0.346,115.0,2.03,612.0,75.59900999999999
110.0,0.341,160.0,1.82,-38.0,112.59747999999999
110.0,0.341,160.0,1.82,0.0,110.04078
110.0,0.341,160.0,1.82,35.0,107.78667999999999
110.0,0.341,160.0,1.82,80.0,105.02044000000001
110.0,0.341,160.0,1.82,158.0,100.54711999999999
110.0,0.341,160.0,1.82,213.0,97.61502
110.0,0.341,160.0,1.82,254.0,95.53753
110.0,0.341,160.0,1.82,305.0,93.07357
110.0,0.341,160.0,1.82,380.0,89.67222
110.0,0.341,160.0,1.82,609.0,80.6677
115.0,0.307,173.0,1.86,-3.0,115.24721000000001
115.0,0.307,173.0,1.86,15.0,113.93301
115.0,0.307,173.0,1.86,54.0,111.18469999999999
115.0,0.307,173.0,1.86,110.0,107.46282000000001
115.0,0.307,173.0,1.86,156.0,104.58645
115.0,0.307,173.0,1.86,180.0,103.14603
115.0,0.307,173.0,1.86,240.0,99.71236999999999
115.0,0.307,173.0,1.86,315.0,95.72833
115.0,0.307,173.0,1.86,383.0,92.38127
115.0,0.307,173.0,1.86,587.0,83.60891000000001
115.0,0.3,130.0,1.8,-15.0,116.1019
115.0,0.3,130.0,1.8,-8.0,115.59582
115.0,0.3,130.0,1.8,52.0,111.43416
115.0,0.3,130.0,1.8,86.0,109.20636
115.0,0.3,130.0,1.8,166.0,104.29869000000001
115.0,0.3,130.0,1.8,208.0,101.89467
115.0,0.3,130.0,1.8,237.0,100.29804
115.0,0.3,130.0,1.8,319.0,96.04272999999999
115.0,0.3,130.0,1.8,417.0,91.40696000000001
115.0,0.3,130.0,1.8,588.0,84.30479
110.0,0.375,120.0,1.99,-24.0,111.805
110.0,0.375,120.0,1.99,14.0,109.06394999999999
110.0,0.375,120.0,1.99,60.0,105.92057000000001
110.0,0.375,120.0,1.99,99.0,103.39344
110.0,0.375,120.0,1.99,149.0,100.3246
110.0,0.375,120.0,1.99,205.0,97.09575
110.0,0.375,120.0,1.99,267.0,93.75507
110.0,0.375,120.0,1.99,312.0,91.47030000000001
110.0,0.375,120.0,1.99,418.0,86.5038
110.0,0.375,120.0,1.99,586.0,79.64694
115.0,0.307,173.0,1.86,-15.0,116.14069
115.0,0.307,173.0,1.86,7.0,114.5135
115.0,0.307,173.0,1.86,51.0,111.39132000000001
115.0,0.307,173.0,1.86,108.0,107.59154
115.0,0.307,173.0,1.86,145.0,105.26043
115.0,0.307,173.0,1.86,217.0,101.00135
115.0,0.307,173.0,1.86,239.0,99.76761
115.0,0.307,173.0,1.86,313.0,95.8305
115.0,0.307,173.0,1.86,380.0,92.52396
115.0,0.307,173.0,1.86,601.0,83.06730999999999
115.0,0.307,159.0,1.8699999999999997,-7.0,115.54606
115.0,0.307,159.0,1.8699999999999997,-9.0,115.69564
115.0,0.307,159.0,1.8699999999999997,32.0,112.70632
115.0,0.307,159.0,1.8699999999999997,101.0,108.00896
115.0,0.307,159.0,1.8699999999999997,131.0,106.08616
115.0,0.307,159.0,1.8699999999999997,207.0,101.50816999999999
115.0,0.307,159.0,1.8699999999999997,231.0,100.14367999999999
115.0,0.307,159.0,1.8699999999999997,298.0,96.51997
115.0,0.307,159.0,1.8699999999999997,403.0,91.34021000000001
115.0,0.307,159.0,1.8699999999999997,586.0,83.5252
110.0,0.375,120.0,1.99,-5.0,110.41734
110.0,0.375,120.0,1.99,8.0,109.48776
110.0,0.375,120.0,1.99,31.0,107.88102
110.0,0.375,120.0,1.99,95.0,103.64717
110.0,0.375,120.0,1.99,143.0,100.68324000000001
110.0,0.375,120.0,1.99,203.0,97.20767
110.0,0.375,120.0,1.99,234.0,95.50401
110.0,0.375,120.0,1.99,318.0,91.17432000000001
110.0,0.375,120.0,1.99,406.0,87.03888
110.0,0.375,120.0,1.99,581.0,79.83538
110.0,0.28,123.0,1.86,-16.0,111.10355
110.0,0.28,123.0,1.86,16.0,108.94658
110.0,0.28,123.0,1.86,33.0,107.83436999999999
110.0,0.28,123.0,1.86,88.0,104.38658
110.0,0.28,123.0,1.86,138.0,101.4379
110.0,0.28,123.0,1.86,198.0,98.1118
110.0,0.28,123.0,1.86,232.0,96.32158
110.0,0.28,123.0,1.86,289.0,93.46265
110.0,0.28,123.0,1.86,386.0,88.96869000000001
110.0,0.28,123.0,1.86,583.0,81.05121000000001
110.0,0.375,120.0,1.99,-33.0,112.47422
110.0,0.375,120.0,1.99,-19.0,111.4365
110.0,0.375,120.0,1.99,46.0,106.85789
110.0,0.375,120.0,1.99,115.0,102.39108999999999
110.0,0.375,120.0,1.99,150.0,100.26482
110.0,0.375,120.0,1.99,201.0,97.31955
110.0,0.375,120.0,1.99,239.0,95.23506
110.0,0.375,120.0,1.99,285.0,92.8277
110.0,0.375,120.0,1.99,397.0,87.44463
110.0,0.375,120.0,1.99,606.0,78.90229
110.0,0.28,123.0,1.86,-1.0,110.08193
110.0,0.28,123.0,1.86,-16.0,111.10355
110.0,0.28,123.0,1.86,50.0,106.74462
110.0,0.28,123.0,1.86,85.0,104.56872
110.0,0.28,123.0,1.86,141.0,101.26617999999999
110.0,0.28,123.0,1.86,219.0,96.99831
110.0,0.28,123.0,1.86,234.0,96.21837
110.0,0.28,123.0,1.86,288.0,93.51172
110.0,0.28,123.0,1.86,413.0,87.79344
110.0,0.28,123.0,1.86,608.0,80.14607000000001
115.0,0.307,189.0,1.8399999999999996,-28.0,117.10152000000001
115.0,0.307,189.0,1.8399999999999996,10.0,114.30301
115.0,0.307,189.0,1.8399999999999996,35.0,112.53317999999999
115.0,0.307,189.0,1.8399999999999996,108.0,107.66628
115.0,0.307,189.0,1.8399999999999996,156.0,104.68896000000001
115.0,0.307,189.0,1.8399999999999996,187.0,102.85152000000001
115.0,0.307,189.0,1.8399999999999996,244.0,99.63603
115.0,0.307,189.0,1.8399999999999996,308.0,96.25725
115.0,0.307,189.0,1.8399999999999996,411.0,91.27436
115.0,0.307,189.0,1.8399999999999996,614.0,82.82222
105.0,0.346,115.0,2.03,-8.0,105.57852
105.0,0.346,115.0,2.03,-17.0,106.18939999999999
105.0,0.346,115.0,2.03,51.0,101.74189
105.0,0.346,115.0,2.03,88.0,99.47458
105.0,0.346,115.0,2.03,136.0,96.67908
105.0,0.346,115.0,2.03,193.0,93.55677
105.0,0.346,115.0,2.03,264.0,89.93831
105.0,0.346,115.0,2.03,310.0,87.73926
105.0,0.346,115.0,2.03,380.0,84.59167
105.0,0.346,115.0,2.03,589.0,76.40458
105.0,0.346,115.0,2.03,-3.0,105.24213
105.0,0.346,115.0,2.03,4.0,104.77496000000001
105.0,0.346,115.0,2.03,60.0,101.18058
105.0,0.346,115.0,2.03,87.0,99.5343
105.0,0.346,115.0,2.03,150.0,95.89325
105.0,0.346,115.0,2.03,194.0,93.50399
105.0,0.346,115.0,2.03,250.0,90.62968
105.0,0.346,115.0,2.03,285.0,88.92116
105.0,0.346,115.0,2.03,412.0,83.22635000000001
105.0,0.346,115.0,2.03,605.0,75.84247
100.0,0.28,116.0,2.1199999999999997,-14.0,100.90997999999999
100.0,0.28,116.0,2.1199999999999997,-10.0,100.65212
100.0,0.28,116.0,2.1199999999999997,40.0,97.53653999999999
100.0,0.28,116.0,2.1199999999999997,96.0,94.26808
100.0,0.28,116.0,2.1199999999999997,148.0,91.42303
100.0,0.28,116.0,2.1199999999999997,193.0,89.09596
100.0,0.28,116.0,2.1199999999999997,254.0,86.12377000000001
100.0,0.28,116.0,2.1199999999999997,312.0,83.47583
100.0,0.28,116.0,2.1199999999999997,409.0,79.39298
100.0,0.28,116.0,2.1199999999999997,581.0,73.05549
105.0,0.346,115.0,2.03,-16.0,106.12111
105.0,0.346,115.0,2.03,10.0,104.3779
105.0,0.346,115.0,2.03,51.0,101.74189
105.0,0.346,115.0,2.03,87.0,99.5343
105.0,0.346,115.0,2.03,164.0,95.11978
105.0,0.346,115.0,2.03,191.0,93.66304
105.0,0.346,115.0,2.03,257.0,90.28255
105.0,0.346,115.0,2.03,318.0,87.36775
105.0,0.346,115.0,2.03,410.0,83.31049
105.0,0.346,115.0,2.03,587.0,76.47528999999999
102.0,0.39,40.6,1.26,-36.0,103.48136
102.0,0.39,40.6,1.26,19.0,101.32597
102.0,0.39,40.6,1.26,66.0,99.55457000000001
102.0,0.39,40.6,1.26,81.0,99.00175999999999
102.0,0.39,40.6,1.26,146.0,96.67679
102.0,0.39,40.6,1.26,195.0,94.99478
102.0,0.39,40.6,1.26,248.0,93.23973
102.0,0.39,40.6,1.26,302.0,91.51701
102.0,0.39,40.6,1.26,413.0,88.16812
102.0,0.39,40.6,1.26,613.0,82.71258
105.0,0.346,115.0,2.03,-3.0,105.24213
105.0,0.346,115.0,2.03,-14.0,105.98478
105.0,0.346,115.0,2.03,56.0,101.42942
105.0,0.346,115.0,2.03,86.0,99.5944
105.0,0.346,115.0,2.03,144.0,96.22838
105.0,0.346,115.0,2.03,219.0,92.19830999999999
105.0,0.346,115.0,2.03,246.0,90.82886
105.0,0.346,115.0,2.03,315.0,87.50663
105.0,0.346,115.0,2.03,398.0,83.818
105.0,0.346,115.0,2.03,599.0,76.05239999999999
105.0,0.35,115.0,2.03,-27.0,106.87756
105.0,0.35,115.0,2.03,-17.0,106.19107000000001
105.0,0.35,115.0,2.03,68.0,100.69078
105.0,0.35,115.0,2.03,109.0,98.23606
105.0,0.35,115.0,2.03,152.0,95.78682
105.0,0.35,115.0,2.03,213.0,92.51404
105.0,0.35,115.0,2.03,258.0,90.23948
105.0,0.35,115.0,2.03,303.0,88.0736
105.0,0.35,115.0,2.03,398.0,83.82575999999999
105.0,0.35,115.0,2.03,606.0,75.81600999999999
100.0,0.28,116.0,2.1199999999999997,-30.0,101.95473
100.0,0.28,116.0,2.1199999999999997,16.0,99.00761999999999
100.0,0.28,116.0,2.1199999999999997,33.0,97.96122
100.0,0.28,116.0,2.1199999999999997,93.0,94.43775
100.0,0.28,116.0,2.1199999999999997,152.0,91.21127
100.0,0.28,116.0,2.1199999999999997,180.0,89.7559
100.0,0.28,116.0,2.1199999999999997,242.0,86.69292999999999
100.0,0.28,116.0,2.1199999999999997,286.0,84.64245
100.0,0.28,116.0,2.1199999999999997,394.0,79.99822
100.0,0.28,116.0,2.1199999999999997,597.0,72.51689999999999
105.0,0.346,115.0,2.02,-37.0,107.55946
105.0,0.346,115.0,2.02,18.0,103.85843
105.0,0.346,115.0,2.02,56.0,101.4464
105.0,0.346,115.0,2.02,86.0,99.62001
105.0,0.346,115.0,2.02,150.0,95.93439
105.0,0.346,115.0,2.02,217.0,92.35682000000001
105.0,0.346,115.0,2.02,238.0,91.28966
105.0,0.346,115.0,2.02,304.0,88.09016
105.0,0.346,115.0,2.02,416.0,83.14466
105.0,0.346,115.0,2.02,596.0,76.26099
115.0,0.3,130.0,1.8,-32.0,117.34859
115.0,0.3,130.0,1.8,-13.0,115.95692
115.0,0.3,130.0,1.8,51.0,111.50128
115.0,0.3,130.0,1.8,108.0,107.81121
115.0,0.3,130.0,1.8,131.0,106.39032
115.0,0.3,130.0,1.8,188.0,103.02516
115.0,0.3,130.0,1.8,239.0,100.18975999999999
115.0,0.3,130.0,1.8,282.0,97.91727
115.0,0.3,130.0,1.8,413.0,91.58743
115.0,0.3,130.0,1.8,584.0,84.45833
105.0,0.346,115.0,2.03,-34.0,107.36266
105.0,0.346,115.0,2.03,-16.0,106.12111
105.0,0.346,115.0,2.03,40.0,102.43557000000001
105.0,0.346,115.0,2.03,108.0,98.29054
105.0,0.346,115.0,2.03,142.0,96.3408
105.0,0.346,115.0,2.03,214.0,92.4568
105.0,0.346,115.0,2.03,245.0,90.87894
105.0,0.346,115.0,2.03,293.0,88.53935
105.0,0.346,115.0,2.03,394.0,83.98885
105.0,0.346,115.0,2.03,586.0,76.51084
115.0,0.307,345.0,1.77,-39.0,117.82382000000001
115.0,0.307,345.0,1.77,1.0,114.95624000000001
115.0,0.307,345.0,1.77,38.0,112.42535000000001
115.0,0.307,345.0,1.77,87.0,109.23966
115.0,0.307,345.0,1.77,159.0,104.87315
115.0,0.307,345.0,1.77,188.0,103.2109
115.0,0.307,345.0,1.77,234.0,100.67994999999999
115.0,0.307,345.0,1.77,289.0,97.81204
115.0,0.307,345.0,1.77,383.0,93.2702
115.0,0.307,345.0,1.77,617.0,83.60324
110.0,0.34,160.0,1.82,-2.0,110.17208000000001
110.0,0.34,160.0,1.82,3.0,109.8435
110.0,0.34,160.0,1.82,32.0,107.97561
110.0,0.34,160.0,1.82,80.0,105.01944999999999
110.0,0.34,160.0,1.82,149.0,101.04292
110.0,0.34,160.0,1.82,196.0,98.50135
110.0,0.34,160.0,1.82,268.0,94.84686
110.0,0.34,160.0,1.82,301.0,93.26069
110.0,0.34,160.0,1.82,380.0,89.67055
110.0,0.34,160.0,1.82,587.0,81.4516
110.0,0.341,160.0,1.82,-14.0,110.96947999999999
110.0,0.341,160.0,1.82,-11.0,110.76889
110.0,0.341,160.0,1.82,47.0,107.03514
110.0,0.341,160.0,1.82,95.0,104.12979
110.0,0.341,160.0,1.82,134.0,101.88236
110.0,0.341,160.0,1.82,208.0,97.87456
110.0,0.341,160.0,1.82,269.0,94.79963000000001
110.0,0.341,160.0,1.82,297.0,93.4517
110.0,0.341,160.0,1.82,389.0,89.2806
110.0,0.341,160.0,1.82,586.0,81.48967
115.0,0.307,345.0,1.77,-23.0,116.65972000000001
115.0,0.307,345.0,1.77,-14.0,116.01494
115.0,0.307,345.0,1.77,62.0,110.84226
115.0,0.307,345.0,1.77,117.0,107.37661
115.0,0.307,345.0,1.77,159.0,104.87315
115.0,0.307,345.0,1.77,204.0,102.31648
115.0,0.307,345.0,1.77,241.0,100.3059
115.0,0.307,345.0,1.77,303.0,97.10748
115.0,0.307,345.0,1.77,400.0,92.49313000000001
115.0,0.307,345.0,1.77,600.0,84.23742
200.0,0.29,52.0,1.2,-29.0,204.28817999999998
200.0,0.29,52.0,1.2,-17.0,202.50551000000002
200.0,0.29,52.0,1.2,36.0,194.99089999999998
200.0,0.29,52.0,1.2,91.0,187.75844
200.0,0.29,52.0,1.2,205.0,174.35146
200.0,0.29,52.0,1.2,298.0,164.75284
200.0,0.29,52.0,1.2,398.0,155.543
200.0,0.29,52.0,1.2,596.0,140.03835
200.0,0.29,52.0,1.2,710.0,132.43445
200.0,0.29,52.0,1.2,789.0,127.63136
200.0,0.29,52.0,1.2,-35.0,205.19131
200.0,0.29,52.0,1.2,-9.0,201.33525
200.0,0.29,52.0,1.2,46.0,193.6345
200.0,0.29,52.0,1.2,104.0,186.12573999999998
200.0,0.29,52.0,1.2,200.0,174.89986
200.0,0.29,52.0,1.2,295.0,165.04556
200.0,0.29,52.0,1.2,404.0,155.02301
200.0,0.29,52.0,1.2,610.0,139.05794
200.0,0.29,52.0,1.2,698.0,133.19573
200.0,0.29,52.0,1.2,809.0,126.46997
200.0,0.29,52.0,1.2,-34.0,205.04107000000002
200.0,0.29,52.0,1.2,11.0,198.46518
200.0,0.29,52.0,1.2,57.0,192.16374
200.0,0.29,52.0,1.2,106.0,185.87806
200.0,0.29,52.0,1.2,219.0,172.8365
200.0,0.29,52.0,1.2,291.0,165.43835
200.0,0.29,52.0,1.2,386.0,156.59348
200.0,0.29,52.0,1.2,594.0,140.17924
200.0,0.29,52.0,1.2,713.0,132.24575
200.0,0.29,52.0,1.2,780.0,128.16103999999999
200.0,0.29,52.0,1.2,-28.0,204.13925
200.0,0.29,52.0,1.2,4.0,199.4595
200.0,0.29,52.0,1.2,45.0,193.7685
200.0,0.29,52.0,1.2,113.0,185.01305
200.0,0.29,52.0,1.2,215.0,173.26579
200.0,0.29,52.0,1.2,305.0,164.07347000000001
